track_name,album_name
brutal,SOUR
traitor,SOUR
drivers license,SOUR
"1 step forward, 3 steps back",SOUR
deja vu,SOUR
good 4 u,SOUR
enough for you,SOUR
happier,SOUR
"jealousy, jealousy",SOUR
favorite crime,SOUR
hope ur ok,SOUR
